instance,best_known,IGrms,VBIH,GmysBB,IBS_forward_bound_primal,IBS_forward_bound_time_to_best_known,IBS_forward_bound_time_opt,IBS_bi_min_bound_primal,IBS_bi_min_bound_time_to_best_known,IBS_bi_min_bound_time_opt,IBS_forward_idle_primal,IBS_forward_idle_time_to_best_known,IBS_forward_idle_time_opt,IBS_bi_min_idle_primal,IBS_bi_min_idle_time_to_best_known,IBS_bi_min_idle_time_opt,IBS_forward_alpha_primal,IBS_forward_alpha_time_to_best_known,IBS_forward_alpha_time_opt,IBS_bi_min_alpha_primal,IBS_bi_min_alpha_time_to_best_known,IBS_bi_min_alpha_time_opt,IBS_forward_walpha_primal,IBS_forward_walpha_time_to_best_known,IBS_forward_walpha_time_opt,IBS_bi_min_walpha_primal,IBS_bi_min_walpha_time_to_best_known,IBS_bi_min_walpha_time_opt,IBS_forward_gap_primal,IBS_forward_gap_time_to_best_known,IBS_forward_gap_time_opt,IBS_bi_min_gap_primal,IBS_bi_min_gap_time_to_best_known,IBS_bi_min_gap_time_opt,IGbob_30_primal,IGbob_30_time_to_best_known,IGbob_30_time_opt,IGbob_45_primal,IGbob_45_time_to_best_known,IGbob_45_time_opt,IGbob_90_primal,IGbob_90_time_to_best_known,IGbob_90_time_opt
VFR800_20_7,41342,41959,41435,41342,42462,-,-,41681,-,-,41607,-,-,41727,-,-,41582,-,-,41675,-,-,46021,-,-,41666,-,-,46021,-,-,41352,-,-,41402,-,-,41379,-,-,41379,-,-
VFR800_20_8,41379,41379,41783,41390,42446,-,-,41517,-,-,41979,-,-,42590,-,-,42026,-,-,42609,-,-,46108,-,-,41950,-,-,46120,-,-,41394,-,720.0009765625,41457,-,-,41433,-,-,41420,-,-
VFR800_20_9,41429,41429,41568,41697,42757,-,-,41697,-,78.19007110595703,42035,-,-,43235,-,-,42042,-,-,43261,-,-,46096,-,-,42033,-,-,46409,-,-,41697,-,82.29535675048828,41791,-,-,41783,-,-,41783,-,-
VFR800_20_10,41345,41753,41345,41489,42915,-,-,41670,-,-,41875,-,-,42317,-,-,41873,-,-,42336,-,-,46514,-,-,41844,-,-,46514,-,-,41489,-,42.018733978271484,41570,-,-,41561,-,-,41564,-,-
VFR800_40_1,43456,43456,43466,missing,47764,-,-,44487,-,-,44589,-,-,50839,-,-,44515,-,-,50625,-,-,50110,-,-,43219,18.075641632080078,-,50110,-,-,45354,-,-,43551,-,-,43504,-,-,43446,-,-
VFR800_40_2,43592,43592,43596,missing,48489,-,-,45247,-,-,43972,-,-,50196,-,-,43954,-,-,49123,-,-,49855,-,-,43324,4.415815353393555,-,49855,-,-,45309,-,-,43632,-,-,43563,-,-,43557,-,-
VFR800_40_3,43483,43483,43743,missing,48697,-,-,45264,-,-,44140,-,-,51956,-,-,44336,-,-,50754,-,-,50343,-,-,43233,4.396679401397705,-,50343,-,-,45066,-,-,43546,-,-,43567,-,-,43465,-,-
VFR800_40_4,43512,43512,43794,missing,48400,-,-,45147,-,-,44724,-,-,51933,-,-,44412,-,-,51201,-,-,50446,-,-,43430,287.3123474121094,-,50351,-,-,44981,-,-,43763,-,-,43711,-,-,43675,-,-
VFR800_40_5,43557,43557,43638,missing,48461,-,-,46109,-,-,45126,-,-,45120,-,-,45211,-,-,45161,-,-,50217,-,-,43510,1152.490234375,-,50217,-,-,45670,-,-,43761,-,-,43718,-,-,43657,-,-
VFR800_40_6,43484,43635,43484,missing,48400,-,-,45746,-,-,44061,-,-,48173,-,-,44055,-,-,49718,-,-,49861,-,-,43226,8.897285461425781,-,49861,-,-,45450,-,-,43672,-,-,43654,-,-,43575,-,-
VFR800_40_7,43549,43549,43666,missing,48539,-,-,45553,-,-,43959,-,-,50285,-,-,44248,-,-,49908,-,-,49964,-,-,43307,2.1826741695404053,-,49964,-,-,45455,-,-,43534,-,-,43489,-,-,43445,-,-
VFR800_40_8,43458,43458,43643,missing,48571,-,-,45222,-,-,44974,-,-,50350,-,-,44908,-,-,49205,-,-,50537,-,-,43335,143.52955627441406,-,50280,-,-,44615,-,-,43687,-,-,43615,-,-,43572,-,-
VFR800_40_9,43548,43548,43630,missing,48117,-,-,45454,-,-,44298,-,-,48674,-,-,44346,-,-,48378,-,-,49816,-,-,43387,8.942146301269531,-,49816,-,-,45269,-,-,43619,-,-,43588,-,-,43505,-,-
VFR800_40_10,43497,43497,43575,missing,47954,-,-,44821,-,-,45004,-,-,51272,-,-,45098,-,-,50507,-,-,50177,-,-,43321,36.06268310546875,-,50177,-,-,45091,-,-,43665,-,-,43625,-,-,43588,-,-
VFR800_60_1,46130,46130,46279,missing,53522,-,-,49635,-,-,48154,-,-,54702,-,-,48486,-,-,55264,-,-,53524,-,-,45402,51.58673095703125,-,53524,-,-,49927,-,-,46255,-,-,46217,-,-,46126,-,-
VFR800_60_2,46004,46004,46258,missing,53701,-,-,49918,-,-,47826,-,-,53456,-,-,48134,-,-,53531,-,-,53526,-,-,45551,51.86476135253906,-,53526,-,-,49520,-,-,46317,-,-,46273,-,-,46176,-,-
VFR800_60_3,46164,46164,46261,missing,52889,-,-,48971,-,-,48341,-,-,53492,-,-,48272,-,-,54326,-,-,52913,-,-,45494,12.821723937988281,-,53065,-,-,49057,-,-,46264,-,-,46195,-,-,46160,-,-
VFR800_60_4,46108,46108,46164,missing,53189,-,-,49708,-,-,48101,-,-,52926,-,-,48095,-,-,53195,-,-,53205,-,-,45454,25.919614791870117,-,53212,-,-,49133,-,-,46229,-,-,46203,-,-,46148,-,-
VFR800_60_5,46035,46035,46288,missing,52644,-,-,49781,-,-,47898,-,-,52580,-,-,48004,-,-,52945,-,-,53359,-,-,45382,25.743478775024414,-,53318,-,-,49600,-,-,46224,-,-,46206,-,-,46110,-,-
VFR800_60_6,46061,46101,46061,missing,54128,-,-,49912,-,-,49156,-,-,53975,-,-,49285,-,-,53892,-,-,52948,-,-,45384,25.739376068115234,-,52948,-,-,50056,-,-,46250,-,-,46228,-,-,46151,-,-
VFR800_60_7,46110,46110,46257,missing,53188,-,-,49649,-,-,48299,-,-,54249,-,-,48761,-,-,53346,-,-,52955,-,-,45423,12.751394271850586,-,52955,-,-,49273,-,-,46167,-,-,46107,-,-,46060,-,-
VFR800_60_8,45986,45986,46279,missing,52846,-,-,50037,-,-,48039,-,-,53010,-,-,48112,-,-,53079,-,-,53410,-,-,45465,54.92460250854492,-,53410,-,-,49679,-,-,46328,-,-,46324,-,-,46207,-,-
VFR800_60_9,46136,46136,46211,missing,53174,-,-,49811,-,-,48369,-,-,53223,-,-,48552,-,-,52793,-,-,52962,-,-,45591,102.95068359375,-,52962,-,-,50036,-,-,46362,-,-,46306,-,-,46254,-,-
VFR800_60_10,46226,46226,46232,missing,52941,-,-,49724,-,-,48077,-,-,53323,-,-,48291,-,-,54029,-,-,53031,-,-,45304,12.838327407836914,-,53031,-,-,50099,-,-,46109,-,-,46122,-,-,46026,-,-
