VFR700_40_9,38413
VFR700_40_10,38460
VFR700_60_1,40615
VFR700_60_2,40664
VFR700_60_3,40581
VFR700_60_4,40491
VFR700_60_5,40650
VFR700_60_6,40472
VFR700_60_7,40171
VFR700_60_8,40797
VFR700_60_9,40421
VFR700_60_10,40682
VFR800_20_1,41413
VFR800_20_2,41282
VFR800_20_3,41319
VFR800_20_4,41375
VFR800_20_5,41395
VFR800_20_6,41435
VFR800_20_7,41342
VFR800_20_8,41390
VFR800_20_9,41345
VFR800_20_10,41399
VFR800_40_1,43221
VFR800_40_2,43326
VFR800_40_3,43255
VFR800_40_4,43499
VFR800_40_5,43484
VFR800_40_6,43256
VFR800_40_7,43311
VFR800_40_8,43387
VFR800_40_9,43389
VFR800_40_10,43392
VFR800_60_1,45683
VFR800_60_2,45714
VFR800_60_3,45627
VFR800_60_4,45558
VFR800_60_5,45614
VFR800_60_6,45477
VFR800_60_7,45524
VFR800_60_8,45510
VFR800_60_9,45808
VFR800_60_10,45383
