instance,best_known,IGrms,VBIH,GmysBB,IGbob_90_primal,IGbob_90_time_to_best_known,IGbob_90_time_to_improve,IGbob_90_time_opt,IBS_bi_min_walpha_primal,IBS_bi_min_walpha_time_to_best_known,IBS_bi_min_walpha_time_to_improve,IBS_bi_min_walpha_time_opt,IBS_bi_min_gap_primal,IBS_bi_min_gap_time_to_best_known,IBS_bi_min_gap_time_to_improve,IBS_bi_min_gap_time_opt
VFR800_40_3,43483,43483,43743,missing,43465,-,-,43233,4.396679401397705,4.396679401397705,-,45066,-,-,-
VFR800_40_4,43512,43512,43794,missing,43675,-,-,43430,287.3123474121094,287.3123474121094,-,44981,-,-,-
VFR800_40_5,43557,43557,43638,missing,43657,-,-,43510,1152.490234375,1152.490234375,-,45670,-,-,-
VFR800_40_6,43484,43635,43484,missing,43575,-,-,43226,8.897285461425781,8.897285461425781,-,45450,-,-,-
VFR800_40_7,43549,43549,43666,missing,43445,-,-,43307,2.1826741695404053,2.1826741695404053,-,45455,-,-,-
VFR800_40_8,43458,43458,43643,missing,43572,-,-,43335,143.52955627441406,143.52955627441406,-,44615,-,-,-
VFR800_40_9,43548,43548,43630,missing,43505,-,-,43387,8.942146301269531,8.942146301269531,-,45269,-,-,-
VFR800_40_10,43497,43497,43575,missing,43588,-,-,43321,36.06268310546875,36.06268310546875,-,45091,-,-,-
VFR800_60_1,46130,46130,46279,missing,46126,-,-,45402,51.58673095703125,51.58673095703125,-,49927,-,-,-
VFR800_60_2,46004,46004,46258,missing,46176,-,-,45551,51.86476135253906,51.86476135253906,-,49520,-,-,-
VFR800_60_3,46164,46164,46261,missing,46160,-,-,45494,12.821723937988281,12.821723937988281,-,49057,-,-,-
VFR800_60_4,46108,46108,46164,missing,46148,-,-,45454,25.919614791870117,25.919614791870117,-,49133,-,-,-
VFR800_60_5,46035,46035,46288,missing,46110,-,-,45382,25.743478775024414,25.743478775024414,-,49600,-,-,-
VFR800_60_6,46061,46101,46061,missing,46151,-,-,45384,25.739376068115234,25.739376068115234,-,50056,-,-,-
VFR800_60_7,46110,46110,46257,missing,46060,-,-,45423,12.751394271850586,12.751394271850586,-,49273,-,-,-
VFR800_60_8,45986,45986,46279,missing,46207,-,-,45465,54.92460250854492,54.92460250854492,-,49679,-,-,-
VFR800_60_9,46136,46136,46211,missing,46254,-,-,45591,102.95068359375,102.95068359375,-,50036,-,-,-
VFR800_60_10,46226,46226,46232,missing,46026,-,-,45304,12.838327407836914,12.838327407836914,-,50099,-,-,-
